SampleID	Tissue	curated_anno	EXTENDscores
CESC_HRA001742@R2020010CA_5|24|0|3	Cervical	CD8T	0.387414333
CESC_HRA001742@R2020010CA_5|24|0|4	Cervical	Treg	0.419302261
CESC_HRA001742@R2020010CA_5|24|0|5	Cervical	CD8T	0.315202457
CESC_HRA001742@R2020010CA_5|24|0|6	Cervical	CD8T	0.550544009
CESC_HRA001742@R2020010CA_5|24|0|7	Cervical	CD8T	0.510582962
CESC_HRA001742@R2020010CA_5|26|0|1	Cervical	B	0.783393114
CESC_HRA001742@R2020010CA_5|6|0	Cervical	CD8T	0.505708596
CESC_HRA001742@R2020010CA_5|6|0|2	Cervical	CD8T	0.501787357
CESC_HRA001742@R2020010CA_5|7|0	Cervical	B	0.401584719
CESC_HRA001742@R2020010CA_5|7|0|2	Cervical	B	0.448238241
CESC_HRA001742@R2020010CA_5|7|0|3	Cervical	B	0.409601631
CESC_HRA001742@R2020010CA_5|7|0|4	Cervical	B	0.272771197
CESC_HRA001742@R2020010CA_5|7|0|5	Cervical	B	0.109287668
CESC_HRA001742@R2020010CA_5|7|0|6	Cervical	B	0.101533332
CESC_HRA001742@R2020010CA_5|7|0|7	Cervical	B	0.597450453
CESC_HRA001742@R2020010CA_5|7|0|8	Cervical	B	0.294904465
CESC_HRA001742@R2020010CA_5|7|0|9	Cervical	B	0.400278614
CESC_HRA001742@R2020010CA_5|7|1|1	Cervical	B	0.216335796
CESC_HRA001742@R2020010CA_5|7|1|2	Cervical	B	0.572475742
CESC_HRA001742@R2020010CA_5|7|1|3	Cervical	B	0.446797906
CESC_HRA001742@R2020010CA_5|7|1|4	Cervical	B	0.445463686
CESC_HRA001742@R2020010CA_5|7|1|5	Cervical	B	0.368657059
CESC_HRA001742@R2020011P_5|0|0|1	Cervical	CD8T	0.270415331
CESC_HRA001742@R2020011P_5|0|0|10	Cervical	CD8T	0.835548836
CESC_HRA001742@R2020011P_5|0|0|2	Cervical	CD8T	0.583699841
CESC_HRA001742@R2020011P_5|0|0|3	Cervical	CD8T	0.450402889
CESC_HRA001742@R2020011P_5|0|0|4	Cervical	Treg	0.277395226
CESC_HRA001742@R2020011P_5|0|0|5	Cervical	CD8T	0.412225314
CESC_HRA001742@R2020011P_5|0|0|6	Cervical	NK	0.088084406
CESC_HRA001742@R2020011P_5|0|0|7	Cervical	NK	0.26935778
CESC_HRA001742@R2020011P_5|0|0|8	Cervical	CD8T	0.390313509
CESC_HRA001742@R2020011P_5|0|0|9	Cervical	CD8T	0.361107661
CESC_HRA001742@R2020011P_5|1|0|1	Cervical	CD8T	0.578739685
CESC_HRA001742@R2020011P_5|1|0|10	Cervical	CD4Tconv	0.259756708
CESC_HRA001742@R2020011P_5|1|0|11	Cervical	CD4Tconv	0.435393108
CESC_HRA001742@R2020011P_5|1|0|12	Cervical	CD4Tconv	0.591294965
CESC_HRA001742@R2020011P_5|1|0|13	Cervical	CD8T	0.287332937
CESC_HRA001742@R2020011P_5|1|0|14	Cervical	NK	0.27497528
CESC_HRA001742@R2020011P_5|1|0|2	Cervical	CD4Tconv	0.447936915
CESC_HRA001742@R2020011P_5|1|0|3	Cervical	CD4Tconv	0.251707429
CESC_HRA001742@R2020011P_5|1|0|4	Cervical	CD4Tconv	0.248543533
CESC_HRA001742@R2020011P_5|1|0|5	Cervical	CD8T	0.42413132
CESC_HRA001742@R2020011P_5|1|0|6	Cervical	CD8T	0.289490364
CESC_HRA001742@R2020011P_5|1|0|7	Cervical	Treg	0.432515211
CESC_HRA001742@R2020011P_5|1|0|8	Cervical	NK	0.25751165
CESC_HRA001742@R2020011P_5|1|0|9	Cervical	CD8T	0.263966111
CESC_HRA001742@R2020011P_5|11|0	Cervical	Mono/Macro	0.257772933
CESC_HRA001742@R2020011P_5|11|0|2	Cervical	Mono/Macro	0.350338916
CESC_HRA001742@R2020011P_5|11|1|1	Cervical	Mono/Macro	0.192767937
CESC_HRA001742@R2020011P_5|11|1|2	Cervical	Mono/Macro	0.047616467
CESC_HRA001742@R2020011P_5|11|2|1	Cervical	DC	0.385051502
CESC_HRA001742@R2020011P_5|11|2|2	Cervical	DC	0.536533616
CESC_HRA001742@R2020011P_5|14|0|1	Cervical	NK	0.443006261
CESC_HRA001742@R2020011P_5|14|0|2	Cervical	NK	0.300437642
CESC_HRA001742@R2020011P_5|14|0|3	Cervical	CD8T	0.467172733
CESC_HRA001742@R2020011P_5|14|0|4	Cervical	NK	0.409226139
CESC_HRA001742@R2020011P_5|14|0|5	Cervical	NK	0.303009485
CESC_HRA001742@R2020011P_5|14|0|6	Cervical	NK	0.499879103
CESC_HRA001742@R2020011P_5|21|0	Cervical	DC	0.14553092
CESC_HRA001742@R2020011P_5|24|0|1	Cervical	CD8T	0.715810592
CESC_HRA001742@R2020011P_5|7|0	Cervical	B	0.406386082
CESC_HRA001742@R2020012CA_5|0|0|1	Cervical	CD8T	0.427556022
CESC_HRA001742@R2020012CA_5|0|0|10	Cervical	CD8T	0.599480943
CESC_HRA001742@R2020012CA_5|0|0|11	Cervical	CD8T	0.621895841
CESC_HRA001742@R2020012CA_5|0|0|12	Cervical	CD8T	0.117405488
CESC_HRA001742@R2020012CA_5|0|0|13	Cervical	CD8T	0.615174855
CESC_HRA001742@R2020012CA_5|0|0|14	Cervical	CD8T	0.430597067
CESC_HRA001742@R2020012CA_5|0|0|15	Cervical	CD8T	0.415406971
CESC_HRA001742@R2020012CA_5|0|0|16	Cervical	CD8T	0.778122633
CESC_HRA001742@R2020012CA_5|0|0|17	Cervical	CD8T	0.273565111
CESC_HRA001742@R2020012CA_5|0|0|18	Cervical	CD8T	0.568243371
CESC_HRA001742@R2020012CA_5|0|0|19	Cervical	CD8T	0.270719848
CESC_HRA001742@R2020012CA_5|0|0|2	Cervical	CD8T	0.11437645
CESC_HRA001742@R2020012CA_5|0|0|20	Cervical	CD8T	0.694161176
CESC_HRA001742@R2020012CA_5|0|0|21	Cervical	CD8T	0.404540125
CESC_HRA001742@R2020012CA_5|0|0|3	Cervical	CD8T	0.57736236
CESC_HRA001742@R2020012CA_5|0|0|4	Cervical	CD8T	0.572033933
CESC_HRA001742@R2020012CA_5|0|0|5	Cervical	CD8T	0.436479497
CESC_HRA001742@R2020012CA_5|0|0|6	Cervical	CD8T	0.599123653
CESC_HRA001742@R2020012CA_5|0|0|7	Cervical	CD8T	0.479066906
CESC_HRA001742@R2020012CA_5|0|0|8	Cervical	CD8T	0.400530359
CESC_HRA001742@R2020012CA_5|0|0|9	Cervical	CD8T	0.263230594
CESC_HRA001742@R2020012CA_5|0|1|1	Cervical	CD8T	0.279165724
CESC_HRA001742@R2020012CA_5|0|1|10	Cervical	CD8T	0.565402021
CESC_HRA001742@R2020012CA_5|0|1|11	Cervical	Treg	0.411421674
CESC_HRA001742@R2020012CA_5|0|1|12	Cervical	CD8T	0.472288931
CESC_HRA001742@R2020012CA_5|0|1|13	Cervical	CD8T	0.421551138
CESC_HRA001742@R2020012CA_5|0|1|14	Cervical	CD8T	0.601954497
CESC_HRA001742@R2020012CA_5|0|1|15	Cervical	CD4Tconv	0.446718347
CESC_HRA001742@R2020012CA_5|0|1|2	Cervical	CD8T	0.258114418
CESC_HRA001742@R2020012CA_5|0|1|3	Cervical	CD8T	0.289534948
CESC_HRA001742@R2020012CA_5|0|1|4	Cervical	CD8T	0.45321327
CESC_HRA001742@R2020012CA_5|0|1|5	Cervical	CD8T	0.464831857
CESC_HRA001742@R2020012CA_5|0|1|6	Cervical	CD8T	0.439288247
CESC_HRA001742@R2020012CA_5|0|1|7	Cervical	CD8T	0.472504735
CESC_HRA001742@R2020012CA_5|0|1|8	Cervical	CD8T	0.461762813
CESC_HRA001742@R2020012CA_5|0|1|9	Cervical	Treg	0.446541829
CESC_HRA001742@R2020012CA_5|1|0|1	Cervical	CD4Tconv	0.492952529
CESC_HRA001742@R2020012CA_5|1|0|10	Cervical	CD4Tconv	0.437309237
CESC_HRA001742@R2020012CA_5|1|0|11	Cervical	CD4Tconv	0.476625518
CESC_HRA001742@R2020012CA_5|1|0|12	Cervical	CD4Tconv	0.282798402
CESC_HRA001742@R2020012CA_5|1|0|13	Cervical	CD4Tconv	0.114739935
CESC_HRA001742@R2020012CA_5|1|0|14	Cervical	CD8T	0.1249175
CESC_HRA001742@R2020012CA_5|1|0|15	Cervical	CD8T	0.128552345
CESC_HRA001742@R2020012CA_5|1|0|16	Cervical	CD4Tconv	0.123584724
CESC_HRA001742@R2020012CA_5|1|0|17	Cervical	CD8T	0.336950659
CESC_HRA001742@R2020012CA_5|1|0|18	Cervical	CD4Tconv	0.119465233
CESC_HRA001742@R2020012CA_5|1|0|19	Cervical	CD8T	0.618931106
CESC_HRA001742@R2020012CA_5|1|0|2	Cervical	Treg	0.273354607
CESC_HRA001742@R2020012CA_5|1|0|20	Cervical	CD4Tconv	0.43506963
CESC_HRA001742@R2020012CA_5|1|0|21	Cervical	CD8T	0.307956131
CESC_HRA001742@R2020012CA_5|1|0|22	Cervical	CD8T	0.126371438
CESC_HRA001742@R2020012CA_5|1|0|23	Cervical	Treg	0.276077113
CESC_HRA001742@R2020012CA_5|1|0|24	Cervical	CD8T	0.466827393
CESC_HRA001742@R2020012CA_5|1|0|25	Cervical	CD8T	0.283998277
CESC_HRA001742@R2020012CA_5|1|0|26	Cervical	CD4Tconv	0.270308111
CESC_HRA001742@R2020012CA_5|1|0|27	Cervical	CD4Tconv	0.268401347
CESC_HRA001742@R2020012CA_5|1|0|28	Cervical	CD8T	0.625397936
CESC_HRA001742@R2020012CA_5|1|0|29	Cervical	CD4Tconv	0.307445233
CESC_HRA001742@R2020012CA_5|1|0|3	Cervical	Treg	0.723350952
CESC_HRA001742@R2020012CA_5|1|0|4	Cervical	CD8T	0.13461042
CESC_HRA001742@R2020012CA_5|1|0|5	Cervical	CD8T	0.48634526
CESC_HRA001742@R2020012CA_5|1|0|6	Cervical	CD4Tconv	0.315000292
CESC_HRA001742@R2020012CA_5|1|0|7	Cervical	NK	0.517595191
CESC_HRA001742@R2020012CA_5|1|0|8	Cervical	CD8T	0.463273436
CESC_HRA001742@R2020012CA_5|1|0|9	Cervical	CD8T	0.280388869
CESC_HRA001742@R2020012CA_5|1|1|1	Cervical	CD8T	0.117647811
CESC_HRA001742@R2020012CA_5|1|1|10	Cervical	CD8T	0.441016536
CESC_HRA001742@R2020012CA_5|1|1|11	Cervical	CD8T	0.423392041
CESC_HRA001742@R2020012CA_5|1|1|12	Cervical	CD8T	0.599718292
CESC_HRA001742@R2020012CA_5|1|1|2	Cervical	CD8T	0.442390042
CESC_HRA001742@R2020012CA_5|1|1|3	Cervical	CD8T	0.587714487
CESC_HRA001742@R2020012CA_5|1|1|4	Cervical	CD8T	0.276920247
CESC_HRA001742@R2020012CA_5|1|1|5	Cervical	Treg	0.406263057
CESC_HRA001742@R2020012CA_5|1|1|6	Cervical	CD8T	0.419597053
CESC_HRA001742@R2020012CA_5|1|1|7	Cervical	CD8T	0.460813961
CESC_HRA001742@R2020012CA_5|1|1|8	Cervical	CD8T	0.26288147
CESC_HRA001742@R2020012CA_5|1|1|9	Cervical	CD4Tconv	0.462502814
CESC_HRA001742@R2020012CA_5|11|0	Cervical	DC	0.42167444
CESC_HRA001742@R2020012CA_5|11|0|2	Cervical	Mono/Macro	0.175345009
CESC_HRA001742@R2020012CA_5|14|0|1	Cervical	CD4Tconv	0.111710897
CESC_HRA001742@R2020012CA_5|14|0|2	Cervical	CD8T	0.620825828
CESC_HRA001742@R2020012CA_5|19|0	Cervical	CD8T	0.453094845
CESC_HRA001742@R2020012CA_5|21|0|1	Cervical	DC	0.736478518
CESC_HRA001742@R2020012CA_5|23|0|1	Cervical	Tprolif	0.76663882
CESC_HRA001742@R2020012CA_5|24|0|1	Cervical	CD8T	0.546251842
CESC_HRA001742@R2020012CA_5|26|0|1	Cervical	Tprolif	0.780809893
CESC_HRA001742@R2020012CA_5|33|0|1	Cervical	Mono/Macro	0.559970168
CESC_HRA001742@R2020012CA_5|6|0	Cervical	Treg	0.605728101
CESC_HRA001742@R2020012CA_5|6|0|2	Cervical	CD8T	0.559448394
CESC_HRA001742@R2020012CA_5|7|0|1	Cervical	B	0.462553268
CESC_HRA001742@R2020012CA_5|7|0|2	Cervical	B	0.277914044
CESC_HRA001742@R2020012CA_5|7|0|3	Cervical	B	0.125886792
CESC_HRA001742@R2020012CA_5|7|0|4	Cervical	B	0.11195322
CESC_HRA001742@R2020012CA_5|7|0|5	Cervical	B	0.428342413
CESC_HRA001742@R2020012CA_5|7|1	Cervical	B	0.319143985
CESC_HRA001742@R2020012CA_5|7|1|2	Cervical	B	0.458343049
CESC_HRA001742@R2020012CA_5|7|1|3	Cervical	B	0.42634266
CESC_HRA001742@R2020012CA_5|7|1|4	Cervical	B	0.419557197
CESC_HRA001742@R2020012P_5|0|0	Cervical	CD8T	0.284928855
CESC_HRA001742@R2020012P_5|0|0|2	Cervical	CD8T	0.248903768
CESC_HRA001742@R2020012P_5|0|0|3	Cervical	CD8T	0.422399991
CESC_HRA001742@R2020012P_5|0|0|4	Cervical	NK	0.109529991
CESC_HRA001742@R2020012P_5|0|0|5	Cervical	CD8T	0.419049071
CESC_HRA001742@R2020012P_5|0|0|6	Cervical	CD8T	0.251377568
CESC_HRA001742@R2020012P_5|0|0|7	Cervical	CD8T	0.258911617
CESC_HRA001742@R2020012P_5|0|0|8	Cervical	NK	0.405054482
CESC_HRA001742@R2020012P_5|0|1	Cervical	CD8T	0.436254004
CESC_HRA001742@R2020012P_5|0|1|2	Cervical	CD8T	0.505080057
CESC_HRA001742@R2020012P_5|0|1|3	Cervical	CD8T	0.436876757
CESC_HRA001742@R2020012P_5|1|0	Cervical	NK	0.124190531
CESC_HRA001742@R2020012P_5|1|0|10	Cervical	CD4Tconv	0.28267462
CESC_HRA001742@R2020012P_5|1|0|11	Cervical	CD8T	0.302698772
CESC_HRA001742@R2020012P_5|1|0|12	Cervical	CD4Tconv	0.438773319
CESC_HRA001742@R2020012P_5|1|0|13	Cervical	CD8T	0.286161062
CESC_HRA001742@R2020012P_5|1|0|14	Cervical	Treg	0.489540137
CESC_HRA001742@R2020012P_5|1|0|15	Cervical	CD8T	0.450742055
CESC_HRA001742@R2020012P_5|1|0|16	Cervical	NK	0.277882434
CESC_HRA001742@R2020012P_5|1|0|17	Cervical	NK	0.324014646
CESC_HRA001742@R2020012P_5|1|0|18	Cervical	CD4Tconv	0.129400476
CESC_HRA001742@R2020012P_5|1|0|19	Cervical	CD8T	0.113043674
CESC_HRA001742@R2020012P_5|1|0|2	Cervical	CD8T	0.258306683
CESC_HRA001742@R2020012P_5|1|0|20	Cervical	NK	0.299303665
CESC_HRA001742@R2020012P_5|1|0|21	Cervical	CD8T	0.659756638
CESC_HRA001742@R2020012P_5|1|0|22	Cervical	CD8T	0.280815234
CESC_HRA001742@R2020012P_5|1|0|23	Cervical	CD8T	0.624349446
CESC_HRA001742@R2020012P_5|1|0|24	Cervical	CD8T	0.11195322
CESC_HRA001742@R2020012P_5|1|0|25	Cervical	CD8T	0.445998937
CESC_HRA001742@R2020012P_5|1|0|26	Cervical	CD8T	0.290538016
CESC_HRA001742@R2020012P_5|1|0|27	Cervical	CD4Tconv	0.287696457
CESC_HRA001742@R2020012P_5|1|0|3	Cervical	CD4Tconv	0.31690715
CESC_HRA001742@R2020012P_5|1|0|4	Cervical	CD8T	0.121282655
CESC_HRA001742@R2020012P_5|1|0|5	Cervical	CD8T	0.10625863
CESC_HRA001742@R2020012P_5|1|0|6	Cervical	CD8T	0.117768972
CESC_HRA001742@R2020012P_5|1|0|7	Cervical	CD8T	0.290890122
CESC_HRA001742@R2020012P_5|1|0|8	Cervical	CD4Tconv	0.82358929
CESC_HRA001742@R2020012P_5|1|0|9	Cervical	CD8T	0.43118304
CESC_HRA001742@R2020012P_5|11|0	Cervical	DC	0.540235245
CESC_HRA001742@R2020012P_5|11|0|2	Cervical	Mono/Macro	0.477864816
CESC_HRA001742@R2020012P_5|14|0	Cervical	NK	0.287890795
CESC_HRA001742@R2020012P_5|14|0|2	Cervical	NK	0.477128135
CESC_HRA001742@R2020012P_5|14|0|3	Cervical	NK	0.105531661
CESC_HRA001742@R2020012P_5|14|0|4	Cervical	CD8T	0.111832059
CESC_HRA001742@R2020012P_5|24|0	Cervical	CD8T	0.311909002
CESC_HRA001742@R2020012P_5|24|0|2	Cervical	CD4Tconv	0.840897168
CHOL_GSE125449_aPD1aPDL1aCTLA4@C26-post|5|0|1	Liver	Mono/Macro	0.23612163
CHOL_GSE125449_aPD1aPDL1aCTLA4@C26-post|5|0|2	Liver	Mono/Macro	0.535951129
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0	Liver	CD4Tconv	0.475882656
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|10	Liver	CD8T	0.438531698
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|11	Liver	CD4Tconv	0.602772909
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|12	Liver	CD4Tconv	0.442516902
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|13	Liver	CD4Tconv	0.441189244
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|14	Liver	CD4Tconv	0.45623709
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|15	Liver	CD4Tconv	0.471416732
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|16	Liver	CD8T	0.460018454
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|17	Liver	CD4Tconv	0.72747101
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|2	Liver	CD8T	0.292285048
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|3	Liver	CD8T	0.613461275
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|4	Liver	CD4Tconv	0.308064322
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|5	Liver	CD4Tconv	0.649356951
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|6	Liver	CD4Tconv	0.157993756
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|7	Liver	CD8T	0.288895945
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|8	Liver	CD4Tconv	0.317902124
CHOL_GSE125449_aPD1aPDL1aCTLA4@C29-post|1|0|9	Liver	CD4Tconv	0.475750346
CHOL_GSE125449_aPD1aPDL1aCTLA4@C35-post|1|0|1	Liver	CD8T	0.452092282
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|0|0|1	Liver	CD8T	0.486531246
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|1|0|1	Liver	CD4Tconv	0.768921578
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|1|0|2	Liver	CD8T	0.624489868
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|1|0|3	Liver	CD8T	0.307640083
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|1|0|4	Liver	CD4Tconv	0.582113885
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|11|0	Liver	B	0.15095547
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|3|0|1	Liver	CD4Tconv	0.582134905
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|3|0|2	Liver	Treg	0.286510351
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|3|0|3	Liver	CD4Tconv	0.676697956
CHOL_GSE125449_aPD1aPDL1aCTLA4@C39-post|5|0	Liver	DC	0.477804376
CHOL_GSE125449_aPD1aPDL1aCTLA4@C42-post|3|0	Liver	Treg	0.459319919
CHOL_GSE125449_aPD1aPDL1aCTLA4@C42-post|3|0|2	Liver	CD4Tconv	0.154106942
CHOL_GSE125449_aPD1aPDL1aCTLA4@C42-post|3|0|3	Liver	CD4Tconv	0.577927327
CHOL_GSE125449_aPD1aPDL1aCTLA4@C42-post|5|0	Liver	Mono/Macro	0.326837933
CHOL_GSE125449_aPD1aPDL1aCTLA4@C42-post|5|1|1	Liver	DC	0.221380878
CHOL_GSE125449_aPD1aPDL1aCTLA4@C42-post|9|0|1	Liver	Tprolif	0.661263624
CHOL_GSE125449_aPD1aPDL1aCTLA4@C46-post|5|0|1	Liver	Mono/Macro	0.508079263
CHOL_GSE125449_aPD1aPDL1aCTLA4@C56-post|3|0|1	Liver	CD8T	0.173856161
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|1	Liver	CD4Tconv	0.523190505
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|10	Liver	CD4Tconv	0.372547456
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|11	Liver	CD4Tconv	0.363467446
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|12	Liver	CD4Tconv	0.215350532
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|13	Liver	CD4Tconv	0.200118421
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|14	Liver	CD4Tconv	0.215350532
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|15	Liver	CD4Tconv	0.217031316
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|16	Liver	Treg	0.345963262
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|17	Liver	CD4Tconv	0.381501415
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|18	Liver	CD4Tconv	0.511880701
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|19	Liver	CD4Tconv	0.22102318
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|2	Liver	CD4Tconv	0.396641248
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|20	Liver	CD4Tconv	0.395166647
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|21	Liver	CD4Tconv	0.364184128
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|22	Liver	CD4Tconv	0.369325642
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|23	Liver	CD4Tconv	0.348365832
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|24	Liver	CD4Tconv	0.385357952
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|25	Liver	CD4Tconv	0.343462848
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|3	Liver	CD4Tconv	0.381868629
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|4	Liver	CD4Tconv	0.395158817
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|5	Liver	CD4Tconv	0.378721201
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|6	Liver	CD4Tconv	0.212409159
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|7	Liver	CD4Tconv	0.653575408
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|8	Liver	CD4Tconv	0.355042375
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|0|0|9	Liver	CD4Tconv	0.206421363
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|11|0	Liver	B	0.378186024
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|11|0|2	Liver	B	0.343439229
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|11|0|3	Liver	B	0.347720391
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|11|0|4	Liver	B	0.202219402
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|17|0	Liver	DC	0.299415322
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|3|0	Liver	CD4Tconv	0.33144785
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|3|0|2	Liver	Treg	0.29100267
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|3|0|3	Liver	CD4Tconv	0.315855184
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|3|0|4	Liver	Treg	0.465408704
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|3|1|1	Liver	CD8T	0.158834148
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|3|1|2	Liver	CD4Tconv	0.142866694
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|3|1|3	Liver	CD8T	0.703202918
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|3|1|4	Liver	CD8T	0.450421124
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|5|0|1	Liver	DC	0.403334782
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|5|0|2	Liver	DC	0.334860442
CHOL_GSE125449_aPD1aPDL1aCTLA4@C60|9|0	Liver	Tprolif	0.702311051
CHOL_GSE125449_aPD1aPDL1aCTLA4@C66-post|9|1|1	Liver	Tprolif	0.611459198
CHOL_GSE138709@ICC_18_Adjacent|0|0	Liver	CD8T	0.295393069
CHOL_GSE138709@ICC_18_Adjacent|0|0|10	Liver	CD4Tconv	0.312525064
CHOL_GSE138709@ICC_18_Adjacent|0|0|100	Liver	CD4Tconv	0.163141159
CHOL_GSE138709@ICC_18_Adjacent|0|0|101	Liver	NK	0.448197381
CHOL_GSE138709@ICC_18_Adjacent|0|0|102	Liver	NK	0.17070469
CHOL_GSE138709@ICC_18_Adjacent|0|0|103	Liver	CD4Tconv	0.168288562
CHOL_GSE138709@ICC_18_Adjacent|0|0|104	Liver	CD8T	0.299620607
CHOL_GSE138709@ICC_18_Adjacent|0|0|105	Liver	CD4Tconv	0.320438961
CHOL_GSE138709@ICC_18_Adjacent|0|0|106	Liver	CD8T	0.595695745
CHOL_GSE138709@ICC_18_Adjacent|0|0|107	Liver	CD4Tconv	0.316945852
CHOL_GSE138709@ICC_18_Adjacent|0|0|108	Liver	CD8T	0.45866039
CHOL_GSE138709@ICC_18_Adjacent|0|0|109	Liver	CD8T	0.308331574
CHOL_GSE138709@ICC_18_Adjacent|0|0|11	Liver	CD4Tconv	0.175221799
CHOL_GSE138709@ICC_18_Adjacent|0|0|110	Liver	NK	0.164191649
CHOL_GSE138709@ICC_18_Adjacent|0|0|111	Liver	CD4Tconv	0.44078888
CHOL_GSE138709@ICC_18_Adjacent|0|0|112	Liver	CD4Tconv	0.169654199
CHOL_GSE138709@ICC_18_Adjacent|0|0|113	Liver	CD8T	0.297472645
CHOL_GSE138709@ICC_18_Adjacent|0|0|114	Liver	CD8T	0.305288152
CHOL_GSE138709@ICC_18_Adjacent|0|0|115	Liver	CD4Tconv	0.320042127
CHOL_GSE138709@ICC_18_Adjacent|0|0|116	Liver	CD4Tconv	0.316081327
CHOL_GSE138709@ICC_18_Adjacent|0|0|117	Liver	NK	0.307432199
CHOL_GSE138709@ICC_18_Adjacent|0|0|118	Liver	CD8T	0.435607011
CHOL_GSE138709@ICC_18_Adjacent|0|0|119	Liver	NK	0.333405257
CHOL_GSE138709@ICC_18_Adjacent|0|0|12	Liver	CD4Tconv	0.628119074
CHOL_GSE138709@ICC_18_Adjacent|0|0|120	Liver	CD4Tconv	0.169864298
CHOL_GSE138709@ICC_18_Adjacent|0|0|121	Liver	CD4Tconv	0.466012908
CHOL_GSE138709@ICC_18_Adjacent|0|0|122	Liver	CD8T	0.616162417
CHOL_GSE138709@ICC_18_Adjacent|0|0|123	Liver	CD8T	0.293402608
CHOL_GSE138709@ICC_18_Adjacent|0|0|13	Liver	CD4Tconv	0.16524214
CHOL_GSE138709@ICC_18_Adjacent|0|0|14	Liver	NK	0.324197236
CHOL_GSE138709@ICC_18_Adjacent|0|0|15	Liver	NK	0.462721409
CHOL_GSE138709@ICC_18_Adjacent|0|0|16	Liver	CD4Tconv	0.154106942
